airport_code,airport_name,cloud,condition,condition_code,dewpoint,feels_like,gust_speed,humidity,latitude,longitude,precipitation,pressure,rain_probability,snow_probability,temperature,timestamp,uv_index,visibility,wind_direction,wind_direction_symbol,wind_speed
SGN,Sân bay Quốc tế Tân Sơn Nhất,19,Sunny,1000,20.7,35.6,16.2,50,10.8187999725,106.652000427,0.0,1005.0,0,0,32.3,2025-03-05 16:00,8.0,10.0,156,SSE,22.7
SGN,Sân bay Quốc tế Tân Sơn Nhất,14,Sunny,1000,20.8,33.5,16.8,56,10.8187999725,106.652000427,0.0,1005.0,0,0,30.6,2025-03-05 17:00,8.0,10.0,152,SSE,23.4
SGN,Sân bay Quốc tế Tân Sơn Nhất,18,Sunny,1000,20.9,30.9,17.4,64,10.8187999725,106.652000427,0.0,1006.0,0,0,28.5,2025-03-05 18:00,7.0,10.0,141,SE,21.2
SGN,Sân bay Quốc tế Tân Sơn Nhất,18,Clear,1000,21.3,29.6,17.7,70,10.8187999725,106.652000427,0.0,1007.0,0,0,27.2,2025-03-05 19:00,0.0,10.0,136,SE,20.9
SGN,Sân bay Quốc tế Tân Sơn Nhất,15,Clear,1000,21.6,29.1,16.5,73,10.8187999725,106.652000427,0.0,1008.0,0,0,26.7,2025-03-05 20:00,0.0,10.0,143,SE,19.4
SGN,Sân bay Quốc tế Tân Sơn Nhất,24,Clear,1000,21.8,28.8,14.8,76,10.8187999725,106.652000427,0.0,1009.0,0,0,26.4,2025-03-05 21:00,0.0,10.0,141,SE,17.3
SGN,Sân bay Quốc tế Tân Sơn Nhất,45,Partly cloudy,1003,21.9,28.6,12.8,77,10.8187999725,106.652000427,0.0,1009.0,0,0,26.2,2025-03-05 22:00,0.0,10.0,151,SSE,14.8
SGN,Sân bay Quốc tế Tân Sơn Nhất,65,Cloudy,1006,22.2,28.5,10.3,79,10.8187999725,106.652000427,0.0,1010.0,0,0,26.0,2025-03-05 23:00,0.0,10.0,162,SSE,11.9
SGN,Sân bay Quốc tế Tân Sơn Nhất,51,Partly cloudy,1003,22.3,28.9,13.4,79,10.8187999725,106.652000427,0.0,1009.0,0,0,26.3,2025-03-06 00:00,0.0,10.0,159,SSE,15.5
SGN,Sân bay Quốc tế Tân Sơn Nhất,39,Partly cloudy,1003,22.4,28.7,12.2,80,10.8187999725,106.652000427,0.0,1009.0,45,0,26.1,2025-03-06 01:00,0.0,10.0,155,SSE,14.0
SGN,Sân bay Quốc tế Tân Sơn Nhất,50,Partly cloudy,1003,22.5,28.5,11.6,82,10.8187999725,106.652000427,0.0,1009.0,45,0,25.8,2025-03-06 02:00,0.0,10.0,158,SSE,13.3
SGN,Sân bay Quốc tế Tân Sơn Nhất,53,Partly cloudy,1003,22.6,28.4,10.7,83,10.8187999725,106.652000427,0.0,1008.0,0,0,25.7,2025-03-06 03:00,0.0,10.0,156,SSE,12.2
SGN,Sân bay Quốc tế Tân Sơn Nhất,49,Partly cloudy,1003,22.6,28.1,10.9,84,10.8187999725,106.652000427,0.0,1008.0,0,0,25.5,2025-03-06 04:00,0.0,10.0,149,SSE,12.2
SGN,Sân bay Quốc tế Tân Sơn Nhất,43,Partly cloudy,1003,22.6,28.0,11.0,85,10.8187999725,106.652000427,0.0,1009.0,0,0,25.4,2025-03-06 05:00,0.0,10.0,142,SE,12.2
SGN,Sân bay Quốc tế Tân Sơn Nhất,37,Partly cloudy,1003,22.6,27.7,9.9,86,10.8187999725,106.652000427,0.0,1010.0,0,0,25.2,2025-03-06 06:00,0.0,10.0,141,SE,10.8
SGN,Sân bay Quốc tế Tân Sơn Nhất,39,Partly cloudy,1003,22.7,28.7,10.2,82,10.8187999725,106.652000427,0.0,1010.0,0,0,26.0,2025-03-06 07:00,7.0,10.0,142,SE,12.6
SGN,Sân bay Quốc tế Tân Sơn Nhất,57,Partly cloudy,1003,21.9,30.9,11.8,69,10.8187999725,106.652000427,0.0,1011.0,45,0,28.1,2025-03-06 08:00,7.0,10.0,128,SE,16.6
SGN,Sân bay Quốc tế Tân Sơn Nhất,35,Partly cloudy,1003,20.8,33.1,12.3,57,10.8187999725,106.652000427,0.0,1011.0,0,0,30.3,2025-03-06 09:00,8.0,10.0,118,ESE,17.3
SGN,Sân bay Quốc tế Tân Sơn Nhất,13,Sunny,1000,20.0,35.3,11.8,48,10.8187999725,106.652000427,0.0,1011.0,0,0,32.5,2025-03-06 10:00,8.0,10.0,114,ESE,16.6
SGN,Sân bay Quốc tế Tân Sơn Nhất,16,Sunny,1000,19.4,37.1,11.3,42,10.8187999725,106.652000427,0.0,1010.0,0,0,34.3,2025-03-06 11:00,8.0,10.0,116,ESE,15.8
SGN,Sân bay Quốc tế Tân Sơn Nhất,46,Partly cloudy,1003,18.9,38.6,11.1,37,10.8187999725,106.652000427,0.0,1008.0,0,0,35.8,2025-03-06 12:00,9.0,10.0,122,ESE,15.5
SGN,Sân bay Quốc tế Tân Sơn Nhất,29,Partly cloudy,1003,18.5,39.6,11.6,34,10.8187999725,106.652000427,0.0,1007.0,0,0,36.8,2025-03-06 13:00,9.0,10.0,128,SE,16.2
SGN,Sân bay Quốc tế Tân Sơn Nhất,23,Sunny,1000,18.4,39.8,13.9,34,10.8187999725,106.652000427,0.0,1006.0,0,0,37.1,2025-03-06 14:00,9.0,10.0,136,SE,19.4
SGN,Sân bay Quốc tế Tân Sơn Nhất,19,Sunny,1000,19.0,39.3,16.7,36,10.8187999725,106.652000427,0.0,1005.0,0,0,36.3,2025-03-06 15:00,9.0,10.0,146,SSE,23.4
SGN,Sân bay Quốc tế Tân Sơn Nhất,14,Sunny,1000,19.9,37.6,19.3,43,10.8187999725,106.652000427,0.0,1005.0,0,0,34.3,2025-03-06 16:00,8.0,10.0,151,SSE,27.0
SGN,Sân bay Quốc tế Tân Sơn Nhất,13,Sunny,1000,20.6,35.0,19.7,51,10.8187999725,106.652000427,0.0,1006.0,0,0,31.9,2025-03-06 17:00,8.0,10.0,145,SE,27.4
SGN,Sân bay Quốc tế Tân Sơn Nhất,13,Sunny,1000,21.4,32.3,19.3,62,10.8187999725,106.652000427,0.0,1007.0,0,0,29.4,2025-03-06 18:00,7.0,10.0,142,SE,23.8
SGN,Sân bay Quốc tế Tân Sơn Nhất,11,Clear,1000,22.1,31.0,18.8,70,10.8187999725,106.652000427,0.0,1008.0,45,0,28.0,2025-03-06 19:00,0.0,10.0,139,SE,22.7
SGN,Sân bay Quốc tế Tân Sơn Nhất,46,Partly cloudy,1003,22.5,30.5,19.2,74,10.8187999725,106.652000427,0.0,1009.0,0,0,27.5,2025-03-06 20:00,0.0,10.0,137,SE,22.7
SGN,Sân bay Quốc tế Tân Sơn Nhất,58,Partly cloudy,1003,22.4,30.3,20.1,74,10.8187999725,106.652000427,0.0,1009.0,0,0,27.4,2025-03-06 21:00,0.0,10.0,136,SE,23.4
SGN,Sân bay Quốc tế Tân Sơn Nhất,47,Partly cloudy,1003,22.2,30.1,19.1,73,10.8187999725,106.652000427,0.0,1009.0,0,0,27.3,2025-03-06 22:00,0.0,10.0,132,SE,22.0
SGN,Sân bay Quốc tế Tân Sơn Nhất,35,Partly cloudy,1003,21.7,30.0,18.1,71,10.8187999725,106.652000427,0.0,1009.0,0,0,27.4,2025-03-06 23:00,0.0,10.0,129,SE,20.5
SGN,Sân bay Quốc tế Tân Sơn Nhất,56,Partly cloudy,1003,22.0,29.6,15.9,74,10.8187999725,106.652000427,0.0,1010.0,45,0,27.0,2025-03-07 00:00,0.0,10.0,133,SE,18.7
SGN,Sân bay Quốc tế Tân Sơn Nhất,89,Overcast,1009,21.8,29.5,14.2,73,10.8187999725,106.652000427,0.0,1009.0,0,0,26.9,2025-03-07 01:00,0.0,10.0,130,SE,16.6
SGN,Sân bay Quốc tế Tân Sơn Nhất,67,Cloudy,1006,21.8,29.3,12.3,74,10.8187999725,106.652000427,0.0,1009.0,0,0,26.8,2025-03-07 02:00,0.0,10.0,132,SE,14.4
SGN,Sân bay Quốc tế Tân Sơn Nhất,46,Partly cloudy,1003,21.7,29.0,10.9,75,10.8187999725,106.652000427,0.0,1009.0,0,0,26.6,2025-03-07 03:00,0.0,10.0,127,SE,12.6
SGN,Sân bay Quốc tế Tân Sơn Nhất,27,Partly cloudy,1003,21.7,28.4,9.7,77,10.8187999725,106.652000427,0.0,1009.0,0,0,26.1,2025-03-07 04:00,0.0,10.0,114,ESE,10.8
SGN,Sân bay Quốc tế Tân Sơn Nhất,10,Clear,1000,21.6,27.9,8.4,79,10.8187999725,106.652000427,0.0,1009.0,0,0,25.6,2025-03-07 05:00,0.0,10.0,93,E,9.0
SGN,Sân bay Quốc tế Tân Sơn Nhất,17,Clear,1000,21.6,27.5,7.8,80,10.8187999725,106.652000427,0.0,1010.0,0,0,25.3,2025-03-07 06:00,0.0,10.0,69,ENE,8.3
SGN,Sân bay Quốc tế Tân Sơn Nhất,11,Sunny,1000,21.4,28.2,7.4,76,10.8187999725,106.652000427,0.0,1010.0,0,0,26.0,2025-03-07 07:00,7.0,10.0,55,NE,9.0
SGN,Sân bay Quốc tế Tân Sơn Nhất,11,Sunny,1000,20.9,30.1,7.5,66,10.8187999725,106.652000427,0.0,1011.0,0,0,27.8,2025-03-07 08:00,7.0,10.0,39,NE,10.4
SGN,Sân bay Quốc tế Tân Sơn Nhất,15,Sunny,1000,20.6,32.4,7.7,58,10.8187999725,106.652000427,0.0,1011.0,0,0,29.8,2025-03-07 09:00,7.0,10.0,25,NNE,10.8
SGN,Sân bay Quốc tế Tân Sơn Nhất,13,Sunny,1000,20.4,34.7,7.5,51,10.8187999725,106.652000427,0.0,1011.0,0,0,31.7,2025-03-07 10:00,8.0,10.0,20,NNE,10.4
SGN,Sân bay Quốc tế Tân Sơn Nhất,41,Partly cloudy,1003,19.8,36.5,6.4,44,10.8187999725,106.652000427,0.0,1010.0,0,0,33.6,2025-03-07 11:00,8.0,10.0,31,NNE,9.0
SGN,Sân bay Quốc tế Tân Sơn Nhất,52,Partly cloudy,1003,19.2,37.9,6.2,39,10.8187999725,106.652000427,0.0,1009.0,0,0,35.0,2025-03-07 12:00,9.0,10.0,53,NE,8.6
SGN,Sân bay Quốc tế Tân Sơn Nhất,43,Partly cloudy,1003,18.7,39.4,4.9,35,10.8187999725,106.652000427,0.0,1007.0,0,0,36.6,2025-03-07 13:00,9.0,10.0,71,ENE,6.8
SGN,Sân bay Quốc tế Tân Sơn Nhất,35,Partly cloudy,1003,18.3,39.7,4.6,34,10.8187999725,106.652000427,0.0,1006.0,0,0,37.0,2025-03-07 14:00,9.0,10.0,126,SE,6.5
SGN,Sân bay Quốc tế Tân Sơn Nhất,30,Partly cloudy,1003,18.9,38.8,11.1,37,10.8187999725,106.652000427,0.0,1005.0,0,0,36.0,2025-03-07 15:00,9.0,10.0,150,SSE,15.5
SGN,Sân bay Quốc tế Tân Sơn Nhất,23,Sunny,1000,19.6,37.2,16.2,42,10.8187999725,106.652000427,0.0,1005.0,0,0,34.3,2025-03-07 16:00,8.0,10.0,150,SSE,22.7
SGN,Sân bay Quốc tế Tân Sơn Nhất,15,Sunny,1000,19.9,35.2,19.1,47,10.8187999725,106.652000427,0.0,1006.0,0,0,32.5,2025-03-07 17:00,8.0,10.0,142,SE,25.6
SGN,Sân bay Quốc tế Tân Sơn Nhất,78,Patchy rain possible,1063,20.1,32.2,20.8,56,10.8187999725,106.652000427,0.12,1006.0,100,0,31.2,2025-03-07 18:00,6.0,10.0,141,SE,24.1
